;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Receita total prevista do Fundeb 2026 - Portaria Interministerial nº 14, de 29 de Dezembro de 2025;;;;;;;;;;;;
;;;;;;;;;;;;
UF;"Código
IBGE";Entidade;Receita da contribuição de estados e municípios ao Fundeb;Complementação VAAF;Complementação VAAT;Complementação VAAR;Complementação da União Total;Total das receitas previstas;;;;
PB;2516201;SOUSA; 41.098.271,81 ; 2.609.598,76 ; 11.280.275,63 ; 4.114.408,91 ; 18.004.283,30 ; 59.102.555,11 ;;;;
PB;2516300;SUME; 17.507.812,19 ; 1.111.685,79 ; 6.398.474,88 ; 1.572.118,91 ; 9.082.279,58 ; 26.590.091,77 ;;;;
PB;2516409;TACIMA; 9.891.910,17 ; 628.102,24 ; 2.226.515,11 ; 861.650,79 ; 3.716.268,14 ; 13.608.178,31 ;;;;
PB;2516508;TAPEROA; 17.078.913,23 ; 1.084.452,19 ; 9.304.923,35 ; 1.461.612,78 ; 11.850.988,32 ; 28.929.901,55 ;;;;
PB;2516607;TAVARES; 15.467.071,85 ; 982.105,81 ; 4.786.779,55 ; 1.410.943,31 ; 7.179.828,67 ; 22.646.900,52 ;;;;
PB;2516706;TEIXEIRA; 21.987.875,13 ; 1.396.154,37 ; 12.415.003,54 ; 1.678.473,53 ; 15.489.631,44 ; 37.477.506,57 ;;;;
PB;2516755;TENORIO; 4.375.339,11 ; 277.818,97 ; 222.245,87 ; 410.931,15 ; 910.995,99 ; 5.286.335,10 ;;;;
PB;2516805;TRIUNFO; 22.551.139,85 ; 1.431.919,74 ; 16.244.825,77 ; 1.906.446,97 ; 19.583.192,48 ; 42.134.332,33 ;;;;
PB;2516904;UIRAUNA; 20.180.899,48 ; 1.281.417,63 ; 2.911.372,62 ; 1.746.953,62 ; 5.939.743,87 ; 26.120.643,35 ;;;;
PB;2517001;UMBUZEIRO; 21.422.241,02 ; 1.360.238,55 ; 10.784.139,81 ; 1.544.509,56 ; 13.688.887,92 ; 35.111.128,94 ;;;;
PB;2517100;VARZEA; 3.020.999,05 ; 191.823,04 ; -   ; 294.460,20 ; 486.283,24 ; 3.507.282,29 ;;;;
PB;2517209;VIEIROPOLIS; 7.671.818,40 ; 487.134,05 ; 6.287.110,88 ; 595.836,40 ; 7.370.081,33 ; 15.041.899,73 ;;;;
PB;2505501;VISTA SERRANA; 5.291.384,24 ; 335.984,68 ; 514.810,15 ; 250.857,79 ; 1.101.652,62 ; 6.393.036,86 ;;;;
PB;2517407;ZABELE; 3.906.146,99 ; 248.026,88 ; 675.807,41 ; -   ; 923.834,29 ; 4.829.981,28 ;;;;
PB;25;GOVERNO DO ESTADO; 1.784.169.701,78 ; 113.288.633,11 ; -   ; -   ; 113.288.633,11 ; 1.897.458.334,89 ;;;;
PE;2600054;ABREU E LIMA; 44.263.292,97 ; 5.629.705,90 ; 7.178.334,34 ; -   ; 12.808.040,24 ; 57.071.333,21 ;;;;
PE;2600104;AFOGADOS DA INGAZEIRA; 43.448.289,89 ; 5.526.048,28 ; 14.115.050,37 ; 4.699.936,81 ; 24.341.035,46 ; 67.789.325,35 ;;;;
PE;2600203;AFRANIO; 19.483.180,54 ; 2.478.003,08 ; 7.607.225,90 ; 1.855.858,36 ; 11.941.087,34 ; 31.424.267,88 ;;;;
PE;2600302;AGRESTINA; 23.645.402,62 ; 3.007.382,73 ; 6.366.345,20 ; 2.442.377,21 ; 11.816.105,14 ; 35.461.507,76 ;;;;
PE;2600401;AGUA PRETA; 25.605.272,67 ; 3.256.652,30 ; 7.549.370,69 ; 2.450.820,91 ; 13.256.843,90 ; 38.862.116,57 ;;;;
PE;2600500;AGUAS BELAS; 45.262.858,55 ; 5.756.837,44 ; 16.580.675,70 ; 4.524.777,77 ; 26.862.290,91 ; 72.125.149,46 ;;;;
PE;2600609;ALAGOINHA; 16.537.842,95 ; 2.103.395,07 ; 6.556.758,57 ; 1.536.217,81 ; 10.196.371,45 ; 26.734.214,40 ;;;;
PE;2600708;ALIANCA; 34.740.286,01 ; 4.418.505,27 ; 13.046.575,10 ; -   ; 17.465.080,37 ; 52.205.366,38 ;;;;
PE;2600807;ALTINHO; 15.697.444,54 ; 1.996.507,50 ; 5.141.687,18 ; 807.242,21 ; 7.945.436,89 ; 23.642.881,43 ;;;;
PE;2600906;AMARAJI; 18.787.151,35 ; 2.389.477,37 ; 6.748.665,69 ; 1.770.175,15 ; 10.908.318,21 ; 29.695.469,56 ;;;;
PE;2601003;ANGELIM; 12.016.147,74 ; 1.528.295,19 ; 3.194.415,66 ; 1.234.943,43 ; 5.957.654,28 ; 17.973.802,02 ;;;;
PE;2601052;ARACOIABA; 22.912.830,57 ; 2.914.209,24 ; 6.310.533,08 ; -   ; 9.224.742,32 ; 32.137.572,89 ;;;;
PE;2601102;ARARIPINA; 85.759.128,34 ; 10.907.427,78 ; 38.884.711,12 ; -   ; 49.792.138,90 ; 135.551.267,24 ;;;;
PE;2601201;ARCOVERDE; 48.054.083,95 ; 6.111.844,42 ; 9.054.832,12 ; -   ; 15.166.676,54 ; 63.220.760,49 ;;;;
PE;2601300;BARRA DE GUABIRABA; 13.232.997,88 ; 1.683.062,45 ; 4.422.663,81 ; -   ; 6.105.726,26 ; 19.338.724,14 ;;;;
PE;2601409;BARREIROS; 49.168.932,34 ; 6.253.638,40 ; 24.410.824,79 ; 4.077.592,56 ; 34.742.055,75 ; 83.910.988,09 ;;;;
PE;2601508;BELEM DE MARIA; 14.131.794,86 ; 1.797.377,55 ; 5.220.054,65 ; 1.320.493,95 ; 8.337.926,15 ; 22.469.721,01 ;;;;
PE;2601607;BELEM DO SAO FRANCISCO; 18.203.724,30 ; 2.315.273,16 ; 7.330.796,55 ; -   ; 9.646.069,71 ; 27.849.794,01 ;;;;
PE;2601706;BELO JARDIM; 75.843.333,02 ; 9.646.269,65 ; 33.201.717,87 ; -   ; 42.847.987,52 ; 118.691.320,54 ;;;;
PE;2601805;BETANIA; 17.886.963,13 ; 2.274.985,32 ; 9.372.844,38 ; 1.733.020,18 ; 13.380.849,88 ; 31.267.813,01 ;;;;
PE;2601904;BEZERROS; 45.037.023,67 ; 5.728.114,22 ; 16.610.153,16 ; -   ; 22.338.267,38 ; 67.375.291,05 ;;;;
PE;2602001;BODOCO; 35.206.053,94 ; 4.477.744,80 ; 9.332.788,23 ; -   ; 13.810.533,03 ; 49.016.586,97 ;;;;
PE;2602100;BOM CONSELHO; 44.163.835,36 ; 5.617.056,21 ; 14.702.945,63 ; 4.248.608,48 ; 24.568.610,32 ; 68.732.445,68 ;;;;
PE;2602209;BOM JARDIM; 37.169.916,45 ; 4.727.522,15 ; 16.076.285,91 ; 3.396.496,14 ; 24.200.304,20 ; 61.370.220,65 ;;;;
PE;2602308;BONITO; 37.407.717,29 ; 4.757.767,28 ; 10.813.595,34 ; -   ; 15.571.362,62 ; 52.979.079,91 ;;;;
PE;2602407;BREJAO; 15.474.861,82 ; 1.968.197,92 ; 7.836.065,80 ; -   ; 9.804.263,72 ; 25.279.125,54 ;;;;
PE;2602506;BREJINHO; 9.559.156,54 ; 1.215.798,38 ; 1.169.602,47 ; -   ; 2.385.400,85 ; 11.944.557,39 ;;;;
PE;2602605;BREJO DA MADRE DE DEUS; 51.290.205,33 ; 6.523.436,29 ; 17.486.463,37 ; -   ; 24.009.899,66 ; 75.300.104,99 ;;;;
PE;2602704;BUENOS AIRES; 13.370.062,96 ; 1.700.495,32 ; 4.634.958,44 ; 608.598,32 ; 6.944.052,08 ; 20.314.115,04 ;;;;
PE;2602803;BUIQUE; 57.535.842,05 ; 7.317.798,74 ; 21.529.285,10 ; 5.423.596,29 ; 34.270.680,13 ; 91.806.522,18 ;;;;
PE;2602902;CABO DE SANTO AGOSTINHO; 190.892.845,08 ; 24.279.047,15 ; -   ; 18.663.276,91 ; 42.942.324,06 ; 233.835.169,14 ;;;;
PE;2603009;CABROBO; 35.632.885,70 ; 4.532.032,16 ; 16.748.949,95 ; 1.771.169,02 ; 23.052.151,13 ; 58.685.036,83 ;;;;
PE;2603108;CACHOEIRINHA; 16.498.136,76 ; 2.098.344,96 ; 7.193.366,75 ; 1.678.062,42 ; 10.969.774,13 ; 27.467.910,89 ;;;;
PE;2603207;CAETES; 33.945.913,82 ; 4.317.471,63 ; 13.270.932,24 ; -   ; 17.588.403,87 ; 51.534.317,69 ;;;;
PE;2603306;CALCADO; 10.926.840,12 ; 1.389.749,66 ; 1.172.141,56 ; -   ; 2.561.891,22 ; 13.488.731,34 ;;;;
PE;2603405;CALUMBI; 9.497.876,66 ; 1.208.004,39 ; 4.541.739,58 ; 881.634,83 ; 6.631.378,80 ; 16.129.255,46 ;;;;
PE;2603454;CAMARAGIBE; 63.861.383,33 ; 8.122.324,00 ; -   ; -   ; 8.122.324,00 ; 71.983.707,33 ;;;;
PE;2603504;CAMOCIM DE SAO FELIX; 18.063.035,53 ; 2.297.379,41 ; 8.202.741,52 ; -   ; 10.500.120,93 ; 28.563.156,46 ;;;;
PE;2603603;CAMUTANGA; 7.621.020,23 ; 969.293,06 ; 963.172,25 ; 714.124,61 ; 2.646.589,92 ; 10.267.610,15 ;;;;
PE;2603702;CANHOTINHO; 26.857.227,66 ; 3.415.884,43 ; 8.702.775,47 ; 2.633.741,91 ; 14.752.401,81 ; 41.609.629,47 ;;;;
PE;2603801;CAPOEIRAS; 23.573.183,39 ; 2.998.197,39 ; 10.438.046,08 ; 2.111.933,86 ; 15.548.177,33 ; 39.121.360,72 ;;;;
PE;2603900;CARNAIBA; 28.674.474,16 ; 3.647.014,16 ; 14.388.224,12 ; 2.752.737,14 ; 20.787.975,42 ; 49.462.449,58 ;;;;
PE;2603926;CARNAUBEIRA DA PENHA; 9.055.034,60 ; 1.151.680,74 ; -   ; 890.674,11 ; 2.042.354,85 ; 11.097.389,45 ;;;;
PE;2604007;CARPINA; 54.599.122,44 ; 6.944.286,82 ; 13.943.140,34 ; 5.607.256,93 ; 26.494.684,09 ; 81.093.806,53 ;;;;
PE;2604106;CARUARU; 341.532.120,42 ; 43.438.372,20 ; 114.710.614,06 ; -   ; 158.148.986,26 ; 499.681.106,68 ;;;;
PE;2604155;CASINHAS; 19.872.755,70 ; 2.527.551,90 ; 10.418.162,14 ; 2.163.895,95 ; 15.109.609,99 ; 34.982.365,69 ;;;;
PE;2604205;CATENDE; 31.450.693,49 ; 4.000.112,58 ; 13.363.294,40 ; 2.748.439,98 ; 20.111.846,96 ; 51.562.540,45 ;;;;
PE;2604304;CEDRO; 11.761.849,53 ; 1.495.951,82 ; 4.884.025,06 ; 1.079.692,89 ; 7.459.669,77 ; 19.221.519,30 ;;;;
PE;2604403;CHA DE ALEGRIA; 15.304.616,06 ; 1.946.544,90 ; 6.740.699,04 ; 1.440.926,96 ; 10.128.170,90 ; 25.432.786,96 ;;;;
PE;2604502;CHA GRANDE; 30.633.611,27 ; 3.896.190,52 ; 7.108.118,66 ; 3.108.515,55 ; 14.112.824,73 ; 44.746.436,00 ;;;;
PE;2604601;CONDADO; 25.123.674,95 ; 3.195.399,43 ; 8.705.411,36 ; -   ; 11.900.810,79 ; 37.024.485,74 ;;;;
PE;2604700;CORRENTES; 17.861.583,89 ; 2.271.757,42 ; 5.556.819,46 ; 1.705.745,04 ; 9.534.321,92 ; 27.395.905,81 ;;;;
PE;2604809;CORTES; 12.431.394,40 ; 1.581.109,08 ; 956.969,28 ; -   ; 2.538.078,36 ; 14.969.472,76 ;;;;
PE;2604908;CUMARU; 21.534.629,67 ; 2.738.920,30 ; 10.136.208,91 ; 1.879.064,88 ; 14.754.194,09 ; 36.288.823,76 ;;;;
PE;2605004;CUPIRA; 35.347.538,64 ; 4.495.739,78 ; 19.995.567,06 ; 3.720.098,34 ; 28.211.405,18 ; 63.558.943,82 ;;;;
PE;2605103;CUSTODIA; 44.597.993,01 ; 5.672.275,32 ; 8.806.725,40 ; 4.766.090,49 ; 19.245.091,21 ; 63.843.084,22 ;;;;
PE;2605152;DORMENTES; 19.154.149,14 ; 2.436.154,64 ; 3.943.110,92 ; -   ; 6.379.265,56 ; 25.533.414,70 ;;;;
PE;2605202;ESCADA; 44.566.918,02 ; 5.668.323,00 ; 13.685.659,78 ; 4.334.388,61 ; 23.688.371,39 ; 68.255.289,41 ;;;;
PE;2605301;EXU; 35.528.286,23 ; 4.518.728,48 ; 15.604.440,71 ; 3.454.797,08 ; 23.577.966,27 ; 59.106.252,50 ;;;;
PE;2605400;FEIRA NOVA; 21.837.710,31 ; 2.777.468,15 ; 8.043.979,75 ; -   ; 10.821.447,90 ; 32.659.158,21 ;;;;
PE;2605509;FERREIROS; 10.417.330,51 ; 1.324.946,77 ; 2.438.086,24 ; 1.011.888,06 ; 4.774.921,07 ; 15.192.251,58 ;;;;
PE;2605608;FLORES; 20.001.828,30 ; 2.543.968,22 ; 8.892.269,00 ; 1.972.904,50 ; 13.409.141,72 ; 33.410.970,02 ;;;;
PE;2605707;FLORESTA; 31.418.524,44 ; 3.996.021,10 ; 9.031.770,58 ; -   ; 13.027.791,68 ; 44.446.316,12 ;;;;
PE;2605806;FREI MIGUELINHO; 13.976.477,58 ; 1.777.623,24 ; 4.171.044,28 ; -   ; 5.948.667,52 ; 19.925.145,10 ;;;;
PE;2605905;GAMELEIRA; 21.194.138,32 ; 2.695.614,30 ; 5.975.058,48 ; 2.039.128,19 ; 10.709.800,97 ; 31.903.939,29 ;;;;
PE;2606002;GARANHUNS; 115.422.284,53 ; 14.680.189,23 ; 28.987.802,06 ; -   ; 43.667.991,29 ; 159.090.275,82 ;;;;
PE;2606101;GLORIA DO GOITA; 27.922.896,26 ; 3.551.423,39 ; 8.845.864,50 ; -   ; 12.397.287,89 ; 40.320.184,15 ;;;;
PE;2606200;GOIANA; 72.523.776,03 ; 9.224.065,87 ; -   ; 6.829.509,17 ; 16.053.575,04 ; 88.577.351,07 ;;;;
PE;2606309;GRANITO; 10.477.134,55 ; 1.332.553,05 ; 5.372.819,89 ; -   ; 6.705.372,94 ; 17.182.507,49 ;;;;
PE;2606408;GRAVATA; 57.973.164,64 ; 7.373.420,40 ; 5.694.140,82 ; -   ; 13.067.561,22 ; 71.040.725,86 ;;;;
PE;2606507;IATI; 20.554.460,55 ; 2.614.255,75 ; 4.255.433,19 ; -   ; 6.869.688,94 ; 27.424.149,49 ;;;;
PE;2606606;IBIMIRIM; 24.036.646,48 ; 3.057.143,78 ; 9.049.709,26 ; -   ; 12.106.853,04 ; 36.143.499,52 ;;;;
PE;2606705;IBIRAJUBA; 7.673.532,27 ; 975.971,89 ; 730.137,34 ; 786.948,37 ; 2.493.057,60 ; 10.166.589,87 ;;;;
PE;2606804;IGARASSU; 99.089.669,86 ; 12.602.896,49 ; 27.570.621,99 ; 9.839.504,10 ; 50.013.022,58 ; 149.102.692,44 ;;;;
PE;2606903;IGUARACY; 12.221.959,92 ; 1.554.471,78 ; 2.576.811,37 ; -   ; 4.131.283,15 ; 16.353.243,07 ;;;;
PE;2607604;ILHA DE ITAMARACA; 13.067.073,03 ; 1.661.959,00 ; 935.517,60 ; 1.322.902,08 ; 3.920.378,68 ; 16.987.451,71 ;;;;
PE;2607000;INAJA; 26.754.003,02 ; 3.402.755,62 ; 12.727.719,89 ; -   ; 16.130.475,51 ; 42.884.478,53 ;;;;
PE;2607109;INGAZEIRA; 6.116.784,52 ; 777.974,16 ; 1.161.891,77 ; 624.678,29 ; 2.564.544,22 ; 8.681.328,74 ;;;;
PE;2607208;IPOJUCA; 134.144.036,69 ; 17.061.348,69 ; -   ; 14.152.792,79 ; 31.214.141,48 ; 165.358.178,17 ;;;;
PE;2607307;IPUBI; 44.954.973,18 ; 5.717.678,48 ; 26.359.900,82 ; -   ; 32.077.579,30 ; 77.032.552,48 ;;;;
PE;2607406;ITACURUBA; 5.022.350,93 ; 638.776,66 ; -   ; -   ; 638.776,66 ; 5.661.127,59 ;;;;
PE;2607505;ITAIBA; 36.384.871,00 ; 4.627.674,75 ; 23.197.283,24 ; -   ; 27.824.957,99 ; 64.209.828,99 ;;;;
PE;2607653;ITAMBE; 25.428.901,36 ; 3.234.220,20 ; 3.276.922,96 ; -   ; 6.511.143,16 ; 31.940.044,52 ;;;;
PE;2607703;ITAPETIM; 13.955.601,83 ; 1.774.968,12 ; 2.416.438,54 ; 740.335,02 ; 4.931.741,68 ; 18.887.343,51 ;;;;
PE;2607752;ITAPISSUMA; 28.444.384,17 ; 3.617.749,76 ; 6.428.062,57 ; -   ; 10.045.812,33 ; 38.490.196,50 ;;;;
PE;2607802;ITAQUITINGA; 11.840.564,65 ; 1.505.963,34 ; -   ; -   ; 1.505.963,34 ; 13.346.527,99 ;;;;
PE;2607901;JABOATAO DOS GUARARAPES; 385.415.235,46 ; 49.019.724,49 ; 2.619.265,00 ; -   ; 51.638.989,49 ; 437.054.224,95 ;;;;
PE;2607950;JAQUEIRA; 14.624.918,18 ; 1.860.096,32 ; 6.422.144,43 ; 1.374.899,85 ; 9.657.140,60 ; 24.282.058,78 ;;;;
PE;2608008;JATAUBA; 20.990.775,64 ; 2.669.749,26 ; 5.261.109,40 ; 1.007.056,66 ; 8.937.915,32 ; 29.928.690,96 ;;;;
PE;2608057;JATOBA; 9.664.801,94 ; 1.229.235,08 ; -   ; -   ; 1.229.235,08 ; 10.894.037,02 ;;;;
PE;2608107;JOAO ALFREDO; 31.089.523,81 ; 3.954.176,57 ; 15.072.291,13 ; -   ; 19.026.467,70 ; 50.115.991,51 ;;;;
PE;2608206;JOAQUIM NABUCO; 18.247.505,60 ; 2.320.841,56 ; 12.603.354,86 ; 1.416.040,99 ; 16.340.237,41 ; 34.587.743,01 ;;;;
PE;2608255;JUCATI; 16.172.707,12 ; 2.056.954,61 ; 4.841.184,75 ; -   ; 6.898.139,36 ; 23.070.846,48 ;;;;
PE;2608305;JUPI; 26.244.934,43 ; 3.338.008,82 ; 13.495.017,44 ; -   ; 16.833.026,26 ; 43.077.960,69 ;;;;
PE;2608404;JUREMA; 20.792.822,08 ; 2.644.572,18 ; 10.829.193,54 ; 1.937.453,61 ; 15.411.219,33 ; 36.204.041,41 ;;;;
PE;2608503;LAGOA DE ITAENGA; 17.258.820,04 ; 2.195.093,83 ; 4.125.563,21 ; 1.617.897,09 ; 7.938.554,13 ; 25.197.374,17 ;;;;
PE;2608453;LAGOA DO CARRO; 17.482.606,32 ; 2.223.556,48 ; 5.254.427,69 ; 1.750.972,29 ; 9.228.956,46 ; 26.711.562,78 ;;;;
PE;2608602;LAGOA DO OURO; 15.521.254,29 ; 1.974.098,43 ; 5.156.577,51 ; 1.563.064,65 ; 8.693.740,59 ; 24.214.994,88 ;;;;
PE;2608701;LAGOA DOS GATOS; 16.325.785,98 ; 2.076.424,22 ; 4.152.528,17 ; 1.631.970,32 ; 7.860.922,71 ; 24.186.708,69 ;;;;
PE;2608750;LAGOA GRANDE; 38.483.165,25 ; 4.894.550,05 ; 22.273.446,94 ; 1.806.592,98 ; 28.974.589,97 ; 67.457.755,22 ;;;;
PE;2608800;LAJEDO; 49.032.581,63 ; 6.236.296,39 ; 17.153.069,76 ; 4.846.429,79 ; 28.235.795,94 ; 77.268.377,57 ;;;;
PE;2608909;LIMOEIRO; 43.302.198,08 ; 5.507.467,33 ; 18.332.821,60 ; 2.068.994,93 ; 25.909.283,86 ; 69.211.481,94 ;;;;
PE;2609006;MACAPARANA; 24.094.589,92 ; 3.064.513,42 ; 7.420.274,65 ; -   ; 10.484.788,07 ; 34.579.377,99 ;;;;
PE;2609105;MACHADOS; 14.230.967,54 ; 1.809.991,00 ; 4.812.458,13 ; -   ; 6.622.449,13 ; 20.853.416,67 ;;;;
PE;2609154;MANARI; 31.394.762,34 ; 3.992.998,87 ; 20.652.590,72 ; 1.307.025,61 ; 25.952.615,20 ; 57.347.377,54 ;;;;
PE;2609204;MARAIAL; 13.176.163,71 ; 1.675.833,90 ; 4.631.321,93 ; 1.195.997,10 ; 7.503.152,93 ; 20.679.316,64 ;;;;
PE;2609303;MIRANDIBA; 17.535.016,62 ; 2.230.222,38 ; 7.259.035,22 ; 1.743.410,61 ; 11.232.668,21 ; 28.767.684,83 ;;;;
PE;2614303;MOREILANDIA; 10.986.575,61 ; 1.397.347,22 ; 3.657.620,29 ; 1.102.141,78 ; 6.157.109,29 ; 17.143.684,90 ;;;;
PE;2609402;MORENO; 38.175.081,27 ; 4.855.365,83 ; 4.979.898,87 ; 3.876.962,70 ; 13.712.227,40 ; 51.887.308,67 ;;;;
PE;2609501;NAZARE DA MATA; 17.685.825,75 ; 2.249.403,31 ; 3.831.778,65 ; 1.800.916,54 ; 7.882.098,50 ; 25.567.924,25 ;;;;
PE;2609600;OLINDA; 163.038.905,48 ; 20.736.394,13 ; -   ; -   ; 20.736.394,13 ; 183.775.299,61 ;;;;
PE;2609709;OROBO; 27.380.368,65 ; 3.482.421,05 ; 9.905.054,15 ; -   ; 13.387.475,20 ; 40.767.843,85 ;;;;
PE;2609808;OROCO; 20.475.384,44 ; 2.604.198,31 ; 9.096.771,16 ; 1.820.952,92 ; 13.521.922,39 ; 33.997.306,83 ;;;;
PE;2609907;OURICURI; 56.057.311,58 ; 7.129.749,21 ; 14.928.947,59 ; 5.309.383,74 ; 27.368.080,54 ; 83.425.392,12 ;;;;
PE;2610004;PALMARES; 48.281.336,58 ; 6.140.747,95 ; 18.924.513,98 ; -   ; 25.065.261,93 ; 73.346.598,51 ;;;;
PE;2610103;PALMEIRINA; 7.836.832,85 ; 996.741,57 ; 1.537.974,21 ; 742.179,45 ; 3.276.895,23 ; 11.113.728,08 ;;;;
PE;2610202;PANELAS; 36.929.297,29 ; 4.696.918,58 ; 10.921.983,35 ; 3.850.280,72 ; 19.469.182,65 ; 56.398.479,94 ;;;;
PE;2610301;PARANATAMA; 16.219.267,53 ; 2.062.876,48 ; 3.801.212,74 ; 1.507.564,39 ; 7.371.653,61 ; 23.590.921,14 ;;;;
PE;2610400;PARNAMIRIM; 22.083.943,44 ; 2.808.785,76 ; 9.577.645,30 ; 980.334,56 ; 13.366.765,62 ; 35.450.709,06 ;;;;
PE;2610509;PASSIRA; 25.066.338,70 ; 3.188.107,02 ; 7.554.611,61 ; 2.587.860,80 ; 13.330.579,43 ; 38.396.918,13 ;;;;
PE;2610608;PAUDALHO; 58.721.133,71 ; 7.468.552,18 ; 26.764.799,45 ; 5.705.686,36 ; 39.939.037,99 ; 98.660.171,70 ;;;;
PE;2610707;PAULISTA; 148.408.217,46 ; 18.875.563,97 ; 29.126.814,64 ; -   ; 48.002.378,61 ; 196.410.596,07 ;;;;
PE;2610806;PEDRA; 20.025.533,63 ; 2.546.983,23 ; 8.345.199,40 ; -   ; 10.892.182,63 ; 30.917.716,26 ;;;;
PE;2610905;PESQUEIRA; 62.673.617,24 ; 7.971.255,85 ; 21.874.275,01 ; -   ; 29.845.530,86 ; 92.519.148,10 ;;;;
PE;2611002;PETROLANDIA; 41.578.992,93 ; 5.288.298,41 ; 13.943.525,21 ; -   ; 19.231.823,62 ; 60.810.816,55 ;;;;
PE;2611101;PETROLINA; 421.982.735,31 ; 53.670.627,21 ; 214.856.296,65 ; -   ; 268.526.923,86 ; 690.509.659,17 ;;;;
PE;2611200;POCAO; 12.020.817,82 ; 1.528.889,16 ; 2.875.024,35 ; -   ; 4.403.913,51 ; 16.424.731,33 ;;;;
PE;2611309;POMBOS; 22.506.552,91 ; 2.862.536,09 ; -   ; -   ; 2.862.536,09 ; 25.369.089,00 ;;;;
PE;2611408;PRIMAVERA; 11.664.182,14 ; 1.483.529,82 ; 2.750.514,31 ; 1.100.830,92 ; 5.334.875,05 ; 16.999.057,19 ;;;;
PE;2611507;QUIPAPA; 20.760.513,31 ; 2.640.462,93 ; 6.087.333,03 ; 1.942.291,57 ; 10.670.087,53 ; 31.430.600,84 ;;;;
PE;2611533;QUIXABA; 13.147.190,37 ; 1.672.148,87 ; 5.798.469,94 ; 1.441.079,92 ; 8.911.698,73 ; 22.058.889,10 ;;;;
PE;2611606;RECIFE; 725.129.798,32 ; 92.226.927,39 ; -   ; -   ; 92.226.927,39 ; 817.356.725,71 ;;;;
PE;2611705;RIACHO DAS ALMAS; 27.615.719,92 ; 3.512.354,62 ; 13.202.171,44 ; 2.643.350,55 ; 19.357.876,61 ; 46.973.596,53 ;;;;
PE;2611804;RIBEIRAO; 26.395.791,63 ; 3.357.195,86 ; 2.755.954,80 ; 2.711.630,98 ; 8.824.781,64 ; 35.220.573,27 ;;;;
PE;2611903;RIO FORMOSO; 28.843.310,25 ; 3.668.487,88 ; 9.126.207,71 ; 2.986.458,02 ; 15.781.153,61 ; 44.624.463,86 ;;;;
PE;2612000;SAIRE; 10.051.556,62 ; 1.278.425,16 ; 2.170.383,14 ; 512.885,35 ; 3.961.693,65 ; 14.013.250,27 ;;;;
PE;2612109;SALGADINHO; 6.340.143,92 ; 806.382,52 ; -   ; 597.607,72 ; 1.403.990,24 ; 7.744.134,16 ;;;;
PE;2612208;SALGUEIRO; 57.237.595,51 ; 7.279.865,73 ; 19.820.342,73 ; 2.950.502,23 ; 30.050.710,69 ; 87.288.306,20 ;;;;
PE;2612307;SALOA; 18.791.977,60 ; 2.390.091,21 ; 7.542.609,30 ; 2.030.209,52 ; 11.962.910,03 ; 30.754.887,63 ;;;;
PE;2612406;SANHARO; 21.307.295,73 ; 2.710.006,43 ; 8.745.122,24 ; -   ; 11.455.128,67 ; 32.762.424,40 ;;;;
PE;2612455;SANTA CRUZ; 19.893.096,23 ; 2.530.138,94 ; 5.903.423,07 ; -   ; 8.433.562,01 ; 28.326.658,24 ;;;;
PE;2612471;SANTA CRUZ DA BAIXA VERDE; 12.989.920,66 ; 1.652.146,24 ; 4.246.272,82 ; 1.323.092,17 ; 7.221.511,23 ; 20.211.431,89 ;;;;
PE;2612505;SANTA CRUZ DO CAPIBARIBE; 97.279.134,45 ; 12.372.620,31 ; 38.017.724,07 ; -   ; 50.390.344,38 ; 147.669.478,83 ;;;;
PE;2612554;SANTA FILOMENA; 15.736.475,50 ; 2.001.471,72 ; 5.303.275,21 ; -   ; 7.304.746,93 ; 23.041.222,43 ;;;;
PE;2612604;SANTA MARIA DA BOA VISTA; 58.414.566,45 ; 7.429.560,87 ; 33.265.932,23 ; 5.124.121,21 ; 45.819.614,31 ; 104.234.180,76 ;;;;
PE;2612703;SANTA MARIA DO CAMBUCA; 14.240.592,07 ; 1.811.215,12 ; 4.463.540,40 ; 1.298.484,32 ; 7.573.239,84 ; 21.813.831,91 ;;;;
PE;2612802;SANTA TEREZINHA; 10.946.135,28 ; 1.392.203,75 ; 1.600.159,22 ; 1.073.862,16 ; 4.066.225,13 ; 15.012.360,41 ;;;;
PE;2612901;SAO BENEDITO DO SUL; 12.286.370,30 ; 1.562.663,93 ; 2.763.219,40 ; -   ; 4.325.883,33 ; 16.612.253,63 ;;;;
PE;2613008;SAO BENTO DO UNA; 56.915.177,48 ; 7.238.858,41 ; 20.087.046,69 ; -   ; 27.325.905,10 ; 84.241.082,58 ;;;;
PE;2613107;SAO CAITANO; 34.783.566,73 ; 4.424.010,01 ; 13.616.805,18 ; 3.400.015,72 ; 21.440.830,91 ; 56.224.397,64 ;;;;
PE;2613206;SAO JOAO; 27.046.782,00 ; 3.439.993,23 ; 8.579.935,68 ; 2.752.036,41 ; 14.771.965,32 ; 41.818.747,32 ;;;;
PE;2613305;SAO JOAQUIM DO MONTE; 21.604.436,32 ; 2.747.798,79 ; 6.417.364,23 ; 1.145.653,45 ; 10.310.816,47 ; 31.915.252,79 ;;;;
